0,[3.3828862 4.4885736 4.49188   4.106815  4.9554644]
0,[3.7942488 4.741653  4.693509  4.509     4.894289 ]
0,[3.0262842 4.5238857 4.467591  4.0117316 4.7095714]
0,[2.1165383 4.438271  4.445422  3.7502515 4.587523 ]
0,[2.5304134 4.8187757 4.718173  4.392113  4.751197 ]
0,[2.577153  4.87664   4.7926307 4.4299955 4.9538007]
0,[3.0142045 4.6099367 4.6970067 4.301735  4.623568 ]
0,[3.328318  4.4026017 4.638386  4.3177385 4.792185 ]
0,[4.2699227 4.552664  4.595749  4.3042397 4.610267 ]
0,[4.0462565 4.721643  4.7496943 4.4776845 4.7236085]
0,[3.5719776 4.68933   4.697318  4.436167  4.6744246]
0,[3.4837961 4.6201215 4.68897   4.437413  4.588752 ]
0,[4.332735  4.6693897 4.6578646 4.4648175 4.526474 ]
0,[4.1203427 4.4379163 4.55543   4.1493473 4.568023 ]
0,[3.0352814 4.8392615 4.7233734 4.172853  4.733628 ]
0,[2.7292745 4.0420833 4.378193  3.5358593 4.3419456]
0,[2.247056  4.056144  4.452946  3.2714963 4.426096 ]
0,[2.8577554 4.665455  4.7526975 4.0032372 4.7742367]
0,[2.7814288 4.5898805 4.7227783 3.9033625 4.7326665]
0,[3.1229188 4.508007  4.474935  4.088988  4.605757 ]
0,[3.2196708 4.6593547 4.312434  4.3703814 4.5500226]
0,[3.112557  4.6163254 4.2792935 4.255756  4.5349574]
0,[3.018708  4.5798326 4.2453566 4.1529417 4.520536 ]
0,[2.9588857 4.574706  4.240858  4.1068344 4.52645  ]
0,[3.4774146 4.515226  4.595273  4.4576244 4.6059704]
0,[3.4639723 4.493688  4.5783086 4.424661  4.5965347]
0,[3.5480833 4.431922  4.5143785 4.3734655 4.4823804]
0,[3.549671  4.4066133 4.499684  4.344327  4.4726505]
0,[3.5591896 4.3890543 4.490293  4.327381  4.467321 ]
0,[3.5732436 4.3724213 4.481005  4.3141093 4.4610267]
0,[3.203411  4.237328  4.3765826 4.0091558 4.1274757]
0,[3.175618  4.21052   4.3641305 3.9890666 4.1091537]
0,[3.1510167 4.185417  4.3518777 3.972672  4.0908766]
0,[3.1294103 4.1618876 4.3398027 3.959761  4.0726104]
0,[3.7520008 4.2901125 4.42179   4.4139247 4.456131 ]
0,[3.7393565 4.2763715 4.4097133 4.402172  4.443255 ]
0,[3.2504592 4.311985  4.474134  4.2519526 4.316868 ]
0,[3.2451658 4.299249  4.4642906 4.2475476 4.3034344]
0,[3.241478  4.287337  4.4544477 4.2455535 4.289882 ]
0,[3.2393107 4.276175  4.4445186 4.2458906 4.2761784]
0,XXX
0,[3.1454892 2.9292383 2.9042459 2.150998  3.531683 ]
0,[3.7298634 3.41205   2.6350687 2.7214143 3.624063 ]
0,[3.5945454 3.6506965 2.9232306 2.93785   3.6583228]
0,[0.70526314 2.6969593  2.4026082  1.7882662  2.7022762 ]
0,[-0.72738004  1.1967103   1.2835546   0.55430764  1.4879004 ]
0,XXX
0,[2.6149647 2.538964  2.9429286 1.5155138 3.086354 ]
0,[4.272393  4.1694207 2.8106403 3.413964  4.316781 ]
0,[4.3331766 4.4041195 3.1377323 3.6818109 4.4711633]
0,[4.7315927 4.749307  2.7245827 4.283197  4.4309473]
0,[4.6511655 4.4205995 2.6367848 3.841631  4.329988 ]
0,[4.565028  4.282048  3.3246481 3.7895    4.5198183]
0,[3.9629068 3.905807  3.8379004 3.2881658 4.088323 ]
0,[3.735294  3.7625687 4.0450506 2.9840078 3.8647003]
0,[2.3508635 3.545448  3.5559714 2.2860308 3.6421618]
0,XXX
0,[2.9875472 2.671128  2.6808643 1.8800168 3.0840032]
0,[3.7357125 3.4680374 2.8595    2.7857    3.5615995]
0,[5.129228  4.791726  2.2853117 4.42986   4.7333198]
0,[4.2664804 4.163205  3.9311035 3.7277853 4.292593 ]
0,[4.4596295 4.4696903 3.7605827 3.6483128 4.370478 ]
